SubjectCode,Session,Topic,Learning-Teaching Type,LO,ITU,Student Materials,S-Download,Student's Tasks,URLs
DBA103,24,Luyện tập bài lý cây đa cùng hòa tấu với các nhạc cụ khácPractice playing Ly cay da in ensemble with other musical instruments,Offline,,,,,Nghe và học thuộc giai điệuListen and memorize the melody of the song,
DBA103,25,"Hòa tấu lý cây đa, Cò lả cùng các lớp khácPractice playing Ly cay da, Co la in ensemble with students of other classes",Offline,,,,,,
DBA103,26,"Hòa tấu lý cây đa, Cò lả cùng các lớp khácPractice playing Ly cay da, Co la in ensemble with students of other classes",Offline,,,,,,
DBA103,27,"Hòa tấu lý cây đa, Cò lả cùng các lớp khácPractice playing Ly cay da, Co la in ensemble with students of other classes",Offline,,,,,,
DBA103,28,"1. Hòa tấu lý cây đa, Cò lả cùng các lớp khácPractice playing Ly cay da, Co la in ensemble with students of other classes2. Thu bài luậnSubmit essays",Offline,,,,,,
DBA103,29,Tổ chức thi kết thúc khóa họcFinal exam,Offline,,,,,,
DBA103,30,Tổ chức thi kết thúc khóa họcFinal exam,Offline,,,,,,
DSA103,1,"Giới thiệu về nhạc cụ (Sáo Trúc), xuất xứ, sự phát triển của Sáo Trúc ở trong nước và trên thế giới.Introduce the musical instrument (Sao Truc/Bamboo Flute), the origin and development of the Bamboo Flute in Vietnam and in the world.Giới thiệu hệ thống 7 nốt âm nhạc cơ bản và vị trí các nốt trên Sáo.Introducce 7 basic musical notes and position of notes on the flute.",Offline,,,,,Đọc cuốn sách học sáo trúcRead the textbook,
DSA103,2,Tập phát âm từ Đồ đến ĐốPracice singing all musical notes,Offline,,,,,Đọc cuốn sách học sáo trúcRead the textbook,
DSA103,3,Giới thiệu về loại nhịp 2/4 và tập gam Đô Trưởng (Cdur)Introduce rhythm of 2/4 and C major,Offline,,,,,Đọc cuốn sách học sáo trúcRead the textbook,
DSA103,4,Kỹ thuật đánh lưỡi đơnSingle tongue techniqueChạy gam và nhận bài tập kỹ thuật gam CdurPlay major scale and lecturer assigns exercises on C major technique,Offline,,,,,Đọc cuốn sách học sáo trúcRead the textbook,
DSA103,5,Học bài Xòe HoaLearn Xoe Hoa songKiểm tra bài tập kỹ thuật và vỡ bài Xòe Hoa.Check exercises on C major technique and learn Xoe Hoa song,Offline,,,,,Nghe bài trên you tubeListen to the song on youtube,
DSA103,6,Tiếp tục vỡ nốt bài Xòe HoaContinue to learn Xoe Hoa song,Offline,,,,,Nghe bài trên you tubeListen to the song on youtube,
DSA103,7,Hoàn thiện bài Xòe Hoa và áp dụng kỹ thuật đánh lưỡi đơn vào bàiComplete Xoe Hoa song and apply single tongue technique when fluting,Offline,,,,,Đọc sách tự học sáo và nghe bài trên you tubeRead the textbook and listen to the song on youtube,
DSA103,8,Kiểm tra bài Xòe Hoa có áp dụng kỹ thuật đánh lưỡi đơn.Check the previous lesson of Xoe Hoa (apply single tongue technique),Offline,,,,,,
DSA103,9,Giới thiệu về loại nhịp 3/4 và tập gam La Thứ (Amol).Introduce rhythm of 3/4 and A minor scaleNhận bài tập Kỹ thuật gam Amol.Lecturer assigns exercises on A minor scale technique,Offline,,,,,Đọc cuốn sách học sáo trúcRead the textbook,
DSA103,10,Kiểm tra bài cũ và vỡ bài mới Xàng xêCheck the previous lesson and learn new song Xang xe,Offline,,,,,Nghe bài trên you tubeListen to the song on youtube,
DSA103,11,Kỹ thuật rung hơiVibrato techniqueKiểm tra bài tập kỹ thuật và nhận bài xàng xêCheck assigned exercises and learn Xang xe song,Offline,,,,,Nghe bài trên you tubeListen to the song on youtube,
DSA103,12,Tập bài xàng xêPractice fluting Xang xe song,Offline,,,,,Nghe bài trên you tubeListen to the song on youtube,
DSA103,13,Tiếp túc vỡ nốt phần còn lại.Learn the rest of the song,Offline,,,,,Nghe bài trên you tubeListen to the song on youtube,
DSA103,14,Ôn tập bài xòe hoa và xàng xêReview Xoe hoa and Xang xe song,Offline,,,,,Đọc cuốn sách học sáo trúcRead the textbook,
DSA103,15,"Kiểm tra giữa kỳ, giao bài viết luận tìm hiểu về sáo trúcMid-term test, lecturer assigns witing assignment on bamboo flute",Offline,,,,,,
DSA103,16,Vỡ bài Lý cây đa hoặc cò lảLearn Ly cay da or Co la,Offline,,,,,Nghe thuộc giai điệu bài trên you tubeListen to memorize the melody of the song on youtube,
DSA103,17,Kiểm tra và vỡ nốt phần còn lại bài Lý cây đaCheck the previous lesson and the rest of the song Ly cay da,Offline,,,,,Nghe thuộc giai điệu bàiListen to memorize the melody of the song,
DSA103,18,Hoàn thiện bài Lý cây đaComplete Ly ca da song,Offline,,,,,Nghe thuộc giai điệu bàiListen to memorize the melody of the song,
DSA103,19,"Ôn tập bài Lý Cây Bông, xàng xêReview Ly Cay Bong, xang xe",Offline,,,,,Nghe thuộc giai điệu bàiListen to memorize the melody of the song,
DSA103,20,Học bài quốc tế: Happy birthday hoặc Jumio and JuliesLearn foreign songs: Happy birthday or Jumio and JuliesChơi mẫu cho sinh viên chọn bàiLecturer models how to flute the song for students to choose the song,Offline,,,,,Nghe thuộc giai điệu bài quốc tếListen to memorize the melody of the foreign song,
DSA103,21,Học bài quốc tếLearn the foreign song,Offline,,,,,Nghe thuộc giai điệu bài quốc tếListen to memorize the melody of the foreign song,
DSA103,22,Hoàn thiện bài quốc tếComplete the foreign song,Offline,,,,,Nghe thuộc giai điệu bài quốc tếListen to memorize the melody of the foreign song,
DSA103,23,Giới thiệu và hướng dẫn SV áp dụng ngón láy T ri… vào các bài đã họcIntroduce and guide students to apply T ri… technique in fluting songs learned in previous lessons,Offline,,,,,Đọc sách tìm hiểu kỹ thuật T’riRead the book to learn about T’ri technique,
DSA103,24,Kiểm tra bài áp dụng kỹ thuật láy T’ri vào các bài đã họcCheck student's ability of applying T’ri technique in fluting songs that have been learned,Offline,,,,,Đọc sách tìm hiểu kỹ thuật T’riRead the book to learn about T’ri technique,
DSA103,25,Giới thiệu và hướng dẫn SV áp dụng nốt tô điểm vào các bài đã học.Introduce and guide students to apply embellishment technique to flute songs that have been learned,Offline,,,,,Đọc sách tìm hiểu kỹ thuật tô điểmRead the book to learn about embellishment technique,
DSA103,26,Cho lớp hòa tấu cùng các nhạc cụ khác bài dân ca và bài xàng xêPerform the folk song and Xang xe in ensemble with other instruments,Offline,,,,,Đọc sách tìm hiểu kỹ thuật tô điểmRead the book to learn about embellishment technique,
DSA103,27,Cho lớp hòa tấu cùng các nhạc cụ khác bài dân ca và bài xàng xêPerform the folk song and Xang xe in ensemble with other instruments,Offline,,,,,,
DSA103,28,Cho lớp hòa tấu cùng các nhạc cụ khác bài dân ca và bài xàng xêPerform the folk song and Xang xe in ensemble with other instrumentsThu bài viết luậnSubmit essays,Offline,,,,,,
DSA103,29,Thi kết thúc khóa họcFinal exam,Offline,,,,,,
DSA103,30,Thi kết thúc khóa họcFinal exam,Offline,,,,,,
DNG103,1,"Phần Lý thuyế/Theory section:1. Tìm hiểu về lịch sử, tên gọi của nhạc cụ, đàn Nguyệt được sử dụng trong những loại hình nghệ thuật nàoLearn about the history and name of the musical instrument, the form of art in which Dan Nguyet is used2. Cấu tạo cây đànStructure of Dan Nguyet3. Tư thế ngồi chơi đànThe posture of sitting4. Cách gảy đàn (tư thế tay phải, tư thế tay trái)How to pluck strings(posture of right hand, posture of left hand)Phần thực hành/Practice section:1. Giáo viên chơi mẫu một vài bàiLecturer models some songs2. Hướng dẫn SV cách ôm đàn và cách cầm móngGuide students to hold the lute and use plucking plectrums3. Thực hành kỹ thuật đầu tiên gảy ở tay phảiPractice the first technique of right hand plucking4. Chỉnh sửa tay cho SVCorrect hand posture and position for students",Offline,,,,,"Đọc cuốn sách học đàn phần hướng dẫn tư thế chơi đàn, tư thế tayRead the section on the playing postures and posture of hands in the textbook",
DNG103,2,"1. Luyện tập tư thế gảy tay phải kết hợp bấm ngón 1 và 2 ở tay trái2. Giới thiệu một số kiểu lên dây thường dùng3. Nốt nhạc ứng với dây đàn4. Luyện tập tư thế cầm móng gảy tay phải, GV chỉnh sửa1. Practice plucking posture of right-hand and pressing by left-hand with fingers 1 and 22. Introduce some common way of upward strokes3. Musical note of each strings4. Practice the posture of using the plectrum to pluck by right-hand and lecturer corrects students' mistakes",Offline,,,,,,
DNG103,3,"1. Luyện bấm ngón 1 (gảy xuống)Practice pressing with finger 1 (downward strokes)2. Luyện bấm ngón 2 (gảy xuống)Practice pressing with finger 2 (downward strokes)3. Kết hợp ngón 1&2Pressing with both fingers 1&24. Chỉnh sửa cách ôm đàn, cách đặt ngón cái của tay tráiCorrect ways of holding the lute and placing left-hand fingers",Offline,,,,,Đọc cuốn sách học đàn phần tư thế và cách gảy ngón.Read the section on postures and how to pluck strings in the textbookThuộc nốt nhạc của 2 phím đầu tiên trên đànMemorize musical notes of the first 2 notes written on Dan Nguyet,
DNG103,4,"1. Ôn lại kỹ thuật bấm ngón 1&2Review pressing with finger 1&22. Luyện bấm ngón 3Practice pressing with finger 33. Kết hợp bấm ngón 1,2,3Pressing with fingers 1,2,3",Offline,,,,,Thuộc nốt nhạc của 3 phím đầu tiên trên đànMemorize musical notes of the first 3 notes written on Dan Nguyet,
DNG103,5,1. Học hệ thống nốt nhạc mớiLearn a new system of musical notes2. Học một số âm hình tiết tấu thường gặpLearn some common rhythm syllables3. Vừa gảy vừa ca miệng nốt nhạc trên đàn.Pluck and sing musical notes at the same time,Offline,,,,,Học cách nhận biết nốt nhạc.Learn to recognize musical notes.,
DNG103,6,"1. Luyện tập đọc nốt nhạc, kết hợp ứng với những nốt trên đànPractice reading musical notes and notes written on Dan Nguyet2. Thực hành các kỹ thuật bấm 3 ngón và kỹ thuật tay gảyPractice pressing with 3 fingers and plucking fingers techniques3. GV giới thiệu khái quát về nhạc cổ cho SV( có bao nhiêu thể loại nhạc cổ truyền, tên gọi , cách để phân biệt từng thể loại, mỗi một thể loại nhạc cổ là đặc sản của các vùng miền khác nhau ).Lecturer introduces an overview of traditional music (number of genres of traditional music, names of genres, how to distinguish each genre, each genre is typical for different regions).Giới thiệu về nhạc Cung đình Huế, chơi mẫu bài Xàng xêIntroduce Hue Royal Court Music and model Xang xe song4. Ca miệng bài Xàng xê 2 câu đầu sau đó thực hành vào đànSing the first two sentences of the Xang Xe song and practice plucking strings",Offline,,,,,,
DNG103,7,"1. Luyện nhớ nốt nhạc trên đàn bằng việc vừa đọc vừa bấm ngón gảyRead the musical notes and pluck strings at the same time to memorize2. Luyện ngón 1,2, 3Practice plucking with fingers 1,2,33. Ca miệng bài Xàng xê 2 câu tiếp theoSing the next two sentences of Xang xe song4. Ca thuộc từng câu sau đó thực hành vào đànMemorize the lyrics and then practice plucking",Offline,,,,,"Đọc thuộc giai điệu, nốt nhạc bàiMemorize the melody and musical notes of the song",
DNG103,8,"1. Luyện ngón bấm 1,2,3Practice pressing with fingers 1,2,32. Ôn thuộc nốt nhạc 4 câu đã họcMemorize 4 sentences of the song",Offline,,,,,,
DNG103,9,1. Học nốt phần còn lại bài Xàng xêLearn the rest of the song Xang xe2. Nối toàn bộ các câu trong bài lạiCombine all the sentences of the song3. Chỉnh sửa tay gảy và cách bấm ngónCorrect ways of plucking and pressing,Offline,,,,,Đọc thuộc giai điệuMemorize the melody,
DNG103,10,1. Ôn lại bài Xàng xêReview Xang Xe song2. Học bài mới Mã vũLearn Ma Vu song,Offline,,,,,,
DNG103,11,"1. Học bài tiếp Mã vũ (nhạc Cung đình Huế)Continue to learn Ma Vu song (belongs to Hue Royal Court Music)2. GV chơi mẫu, tìm clip cho SV nghe thêmLecturer models how to play the song and finds clip for students to listen3. Ca miệng thuộc 2 câu đầuSing the first 2 sentences4. Thực hành vào đàn 2 câu đã ca thuộcPractice plucking the first 2 sentences5. GV chỉnh thế tay bấm, gảy trong khi SV luyện tậpLecturer corrects students' hand postures when plucking and pressing",Offline,,,,,,
DNG103,12,"1. Học tiếp 2 câu bài Mã vũContinue to learn Ma Vu song2. GV chơi mẫu, tìm clip cho SV nghe thêmLecturer models how to play the song and finds clip for students to listen3. Ca miệng thuộc 2 câu đầuSing the first 2 sentences4. Thực hành vào đàn 2 câu đã ca thuộcPractice plucking the first 2 sentences5. GV chỉnh thế tay bấm, gảy trong khi SV luyện tậpLecturer corrects students' hand postures when plucking and pressing",Offline,,,,,"Đọc thuộc giai điệu, nốt nhạc bài, nghe bài nước ngoài trên youtubeMemorize the melody and musical notes of the song, listen to the foreign song on youtube",
