SubjectCode,Session No,Name,Details
MLN122,13,CQ5.1,Độc quyền là gì? Tại sao các doanh nghiệp tham gia cạnh tranh luôn có mục đích hướng tới độc quyền? Hãy phân tích  một ví dụ cụ thể.
MLN122,13,CQ5.2,"Theo các bạn, ở Việt Nam chúng ta có ủng hộ độc quyền hay không? Cụ thể là Việt Nam đã có những chính sách như thế nào?"
MLN122,14,CQ5.3,"Theo các bạn, độc quyền trong thời đại hiện nay có triệt tiêu động lực cạnh tranh của các chủ thể kinh tế không?"
MLN122,15,CQ5.4,"Tại sao vào tháng 8/2022, Hàn Quốc ân xá cho nhiều phạm nhân, đặc biệt là các nhà tài phiệt, trong đó có thái tử"" Samsung với lí do mong muốn họ đóng góp vượt qua khủng hoảng kinh tế quốc gia?"""
MLN122,15,CQ5.5,"Ở Việt Nam EVN, Viettel, PVN, ... có phải là độc quyền nhà nước trong chủ nghĩa tư bản không?"
MLN122,17,CQ6.1,"Trong điều kiện kinh tế toàn cầu ngày nay, liệu chủ nghĩa tư bản có còn phù hợp và có thể đáp ứng được các thách thức hiện đại như biến đổi khí hậu, bất bình đẳng xã hội và cải thiện cuộc sống của tất cả mọi người?"
MLN122,17,CQ6.2,Có những ví dụ cụ thể về các quốc gia hoặc công ty sử dụng độc quyền và độc quyền nhà nước để đạt được lợi ích kinh tế và quyền lực? Lợi ích của việc này có được phân phối công bằng và mang lại lợi ích cho toàn bộ xã hội?
MLN122,18,CQ6.3,"Khái niệm ""kinh tế thị trường định hướng xã hội chủ nghĩa"" có ý nghĩa gì đối với Việt Nam? Làm thế nào để hiểu và áp dụng đúng cách mô hình này trong bối cảnh Việt Nam?"
MLN122,18,CQ6.4,Sự phát triển kinh tế và xã hội ở Việt Nam trong bối cảnh kinh tế thị trường định hướng xã hội chủ nghĩa có mang lại sự công bằng và phân phối lợi ích đúng mức? Làm thế nào để giải quyết các vấn đề bất bình đẳng xã hội và tăng cường sự phát triển bền vững?
MLN122,18,CQ6.5,Mô hình Kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam tạo điểm khác biệt so với các mô hình kinh tế khác như thế nào?
MLN122,19,CQ7.1,"Bạn hãy lựa chọn một quốc gia có nền kinh tế thị trường định hướng xã hội chủ nghĩa khác với Việt Nam (ví dụ: Trung Quốc, Cuba, Lào…)  và nền kinh tế thị trường của Mỹ (kinh tế thị trường) và so sánh những điểm giống và khác nhau giữa chúng. Đồng thời nêu lên những ưu điểm và nhược điểm của từng mô hình và đánh giá mức độ phù hợp của chúng với bối cảnh lịch sử, văn hóa, địa lý và quốc tế của từng quốc gia. Từ những kết quả đạt được, bạn hãy nêu lên tính tất yêu khách quan của việc phát triển kinh tế thị trường định hướng xã hội ở nước ta."
MLN122,19,CQ7.2,Kinh tế thị trường theo định hướng xã hội ở Việt Nam so với kinh tế thị trường ở Mỹ có những đặc trưng gì khác biệt?
MLN122,20,CQ7.3,Tại sao phải hoàn thiện thể chế kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam?
MLN122,20,CQ7.4,"Hoàn thiện thể chế kinh tế thị trường định hướng xã hội chủ nghĩa ở Việt Nam cần tập trung vào các nội dung nào? Trong đó, nội dung nào được xem là quan trọng nhất? Vì sao?"
MLN122,24,CQ8.1,"Hãy lựa chọn một vấn đề kinh tế - xã hội đang gây tranh cãi trong xã hội Việt Nam hiện nay (ví dụ: thuế bảo vệ môi trường, đầu tư công, bảo hiểm y tế…) và phân tích các lợi ích kinh tế và quan hệ lợi ích kinh tế của các chủ thể liên quan đến vấn đề đó (ví dụ: nhà nước, doanh nghiệp, người lao động, người tiêu dùng…). Từ đó hãy chỉ ra những lợi ích nhóm và nhóm lợi ích nào có thể hình thành trong quá trình giải quyết vấn đề đó và những ảnh hưởng của chúng đến sự phát triển bền vững của xã hội."
MLN122,24,CQ8.2,"Các bạn hãy lựa chọn một lĩnh vực kinh tế - xã hội mà bạn quan tâm (ví dụ: giáo dục, y tế, bảo vệ môi trường…) và phân tích vai trò của nhà nước trong việc điều tiết, hỗ trợ và giám sát các chủ thể kinh tế hoạt động trong lĩnh vực đó. Từ đó hãy chỉ ra những cơ chế, chính sách và biện pháp mà nhà nước đã và đang áp dụng để bảo đảm hài hòa các quan hệ lợi ích giữa các chủ thể kinh tế, giữa lợi ích cá nhân và lợi ích xã hội."
MLN122,24,CQ8.3,Phân tích mối quan hệ giữa cách mạng công nghiệp và quá trình công nghiệp hóa
MLN122,25,CQ9.1,Bài học rút ra từ mô hình công nghiệp hóa của Nhật Bản và Hàn Quốc cho Việt Nam hiện nay là gì?
MLN122,26,CQ9.2,Thời cơ và thách thức nào cho Việt Nam trong cuộc cách mạng công nghiệp 4.0 hiện nay?
MLN122,27,CQ9.3,"Tại sao chúng ta nên trở thành công dân toàn cầu""? Ở FPTU"
MLN122,27,CQ9.4,"Hiện nay các quốc gia trên thế giới đẩy mạnh quảng bá hình ảnh văn hóa của mình để mở đường hội nhập tốt, ví dụ như ngành giải trí của Hàn Quốc. Các bạn có nghĩ rằng đây là một kiểu xâm lăng văn hóa"" mới trong thời đại toàn cầu hóa không?"""
MLN122,28,CQ10.1,"Tháng 9/2023, chủ tịch FPT Trương Gia Bình đã cam kết đầu tư 100 triệu USD vào Mỹ đổi lại Mỹ sẽ hỗ trợ phát triển hệ sinh thái bán dẫn ở Việt Nam. Theo các bạn, Việt Nam có thể giống như Hàn Quốc, Đài Loan, ... được sự hậu thuẫn của Mỹ để trở thành quốc gia đi đầu về bán dẫn không? Và điều đó có khiến ta lệ thuộc hơn vào nước ngoài?"
MLN122,28,CQ10.2,"Trong bối cảnh hội nhập kinh tế quốc tế ngày càng sâu rộng, các quốc gia ngày càng phụ thuộc lẫn nhau, tạo nên khái niệm biên giới mềm"""
MLN122,29,CQ10.3,"Hãy tìm hiểu về các đối tác chiến lược toàn diện của Việt Nam hiện nay và phân tích tại sao Việt Nam có thể thiết lập được các đối tác đó, điều đó có ý nghĩa gì?"
HCM202,2,CQ1.1,Vì sao nói: “Tư tưởng Hồ Chí Minh là tài sản tinh thần vô cùng to lớn và quý giá của Đảng và dân tộc ta mãi mãi soi đường cho sự nghiệp cách mạng của nhân dân ta giành thắng lợi”?
HCM202,3,CQ1.2,"Bằng cách nào để sinh viên có thể thực hành đạo đức cách mạng, chống chủ nghĩa cá nhân, chống “giặc nội xâm” để lập thân, lập nghiệp, sống có ích cho xã hội, yêu và làm những điều thiện, ghét và tránh cái xấu, cái ác; nâng cao lòng tự hào về đất nước Việt Nam, về chế độ chính trị xã hội chủ nghĩa, về Hồ Chí Minh, về Đảng Cộng sảnViệt Nam?"
HCM202,3,CQ1.3,Hãy chứng minh tư tưởng Hồ Chí Minh mang tầm vóc thời đại?
HCM202,4,CQ2.1,Những nguyên nhân chủ quan và khách quan nào dẫn tới việc nhà Nguyễn để nước ta trở thành thuộc địa của Pháp?
HCM202,4,CQ2.2,"“Năm 1923, nhà thơ, nhà báo nổi tiếng người Xô Viết O.Mandenxtam gặp Nguyễn Ái Quốc lúc này 33 tuổi ở Moskva, O.Mandenxtam đã đánh giá Nguyễn Ái Quốc là một người phương Đông lịch sự, là biểu hiện cho một nền văn hóa của tương lai: “Từ Nguyễn Ái Quốc tỏa ra một thứ văn hóa, không phải văn hóa châu Âu, mà có lẽ là một nền văn hóa của tương lai. Từ trong giọng nói đầm ấm, thanh cao của Người, chúng ta như nghe thấy ngày mai, như thấy viễn cảnh trời yên biển lặng của tình hữu ái bao la toàn thế giới mênh mang như nước đại dương”. Theo bạn, vì sao nhà báo người Xô Viết lại có nhận xét như vậy về Nguyễn Ái Quốc?"
HCM202,5,CQ2.3,"Sự sáng tạo của Nguyễn Ái Quốc trong hành trình tìm đường cứu nước đầu thế kỷ XX so với những bậc tiền bối đi trước như Phan Bội Châu, Phan Chu Trinh là gì?"
HCM202,5,CQ2.4,Anh hùng tạo thời thế hay thời thế tạo anh hùng đúng với cuộc đời và sự nghiệp của Hồ Chí Minh?
HCM202,6,CQ2.5,"Anh chị hãy phản bác luận điệu của các các thế lực thù địch cho rằng tư tưởng Hồ Chí Minh đã lỗi thời, lạc hậu và không còn phù hợp với sự phát triển của Việt Nam và thời đại mới?"
HCM202,7,CQ3.1,"Theo Anh/Chị quan điểm nào trong tư tưởng Hồ Chí Minh về độc lập dân tộc là:“lẽ sống, là học thuyết của Hồ Chí Minh, là nguồn sức mạnh làm nên chiến thắng của nhân dân Việt Nam, đồng thời cũng là nguồn động viên đối với các dân tộc bị áp bức trên thế giới ”? Hãy minh chứng?"
HCM202,8,CQ3.2,Hãy chứng minh tính sáng tạo trong tư tưởng Hồ Chí Minh về cách mạng giải phóng dân tộc?
HCM202,8,CQ3.3,Tại sao trong quá trình ra đi tìm đường cứu nước Hồ Chí Minh đã từ chối con đường cách mạng tư sản để đi theo con đường cách mạng vô sản? Ý nghĩa của sự lựa chọn này đối với cách mạng Việt Nam?
HCM202,8,CQ3.4,"Hồ Chí Minh quan niệm:‘có dân là có tất cả, trên đời này không gì quý bằng dân, được lòng dân thì được tất cả, mất lòng dân thì mất tất cả”. Anh/Chị hiểu như thế nào về luận điểm trên?"
HCM202,9,CQ3.5,"Hồ Chí Minh khẳng định: “Muốn xây dựng chủ nghĩa xã hội, trước hết cần có những con người xã hội chủ nghĩa”. Anh/Chị vận dụng quan điểm trên như thế nào để trở thành con người xã hội chủ nghĩa?"
HCM202,10,CQ4.1,Sức hấp dẫn của chủ nghĩa xã hội là gì? Hãy minh chứng?
HCM202,10,CQ4.2,"Theo chủ tịch Hồ Chí Minh, thời kỳ quá độ lên chủ nghĩa xã hội ở Việt Nam sẽ bỏ qua chủ nghĩa Tư bản. Như vậy có đốt cháy giai đoạn hay không? Vì sao?"
HCM202,11,CQ4.3,Theo Hồ Chí Minh thì “Độc lập dân tộc gắn liền với chủ nghĩa xã hội”. Vì sao?
HCM202,12,CQ4.4,"Theo chủ tịch Hồ Chí Minh, Chủ nghĩa xã hội là xu thế tất yếu của thời đại và phù hợp với lợi ích của nhân dân Việt Nam. Tuy nhiên, hiện nay có rất ít nước định hướng đi theo Chủ nghĩa xã hội. Quan điểm của anh/Chị quan điểm trên như thế nào về vấn đề trên?"
HCM202,12,CQ4.5,"Độc lập dân tộc gắn liền với Chủ nghĩa xã hội – Sự lựa chọn phù hợp xu thế phát triển của thời đại, khát vọng thiêng liêng của dân tộc Việt Nam? Anh/chị hiểu như thế nào?"
HCM202,13,CQ5.1,"Vì sao Hồ Chí Minh coi trọng yếu tố ""Phong trào yêu nước"" cho sự ra đời của Đảng Cộng Sản Việt Nam?"
HCM202,13,CQ5.2,Bằng những sự kiện lịch sử hãy chứng minh: Sự lãnh đạo của Đảng là yếu tố hàng đầu đưa cách mạng Việt Nam đi từ thắng lợi này đến thắng lợi khác?
HCM202,14,CQ5.3,"Hồ Chí Minh khẳng định: Đảng sẵn sàng vui vẻ làm trâu ngựa, làm tôi tớ trung thành của Nhân dân [Hồ Chí Minh toàn tập, tập 10, trang 184,185]. Anh/chị nhận định như thế nào khi một số cán bộ đảng viên thoái hóa, biến chất hiện nay?"
HCM202,14,CQ5.4,"Hãy nêu những cách để rèn luyện được đức tính giản dị, khiêm tốn trong cuộc sống? Liên hệ bản thân?"
HCM202,15,CQ5.5,Bảy xin hiến pháp ban hành; Trăm điều phải có thần linh pháp quyền. Anh/chị hiểu thế nào về nhận định này của Hồ Chí Minh?
HCM202,16,CQ6.1,Theo Hồ Chí Minh để xây dựng nhà nước trong sạch vững mạnh thì đội ngũ cán bộ đảng viên cần phải có những yêu cầu gì? Cho ví dụ?
HCM202,16,CQ6.2,"Chủ tịch Hồ Chí Minh đặc biệt coi trọng bệnh đặc quyền, đặc lợi, tham ô, lãng phí, quan liêu tiêu cực trong bộ máy Nhà nước như thế nào? Lấy dẫn chứng thực tế để làm rõ?"
HCM202,17,CQ6.3,"Trong bối cảnh hiện nay, những vấn đề gì trong công tác xây dựng Đảng đòi hỏi chúng ta cần đặc biệt quan tâm?"
HCM202,18,CQ6.4,Tiếp thu tư tưởng Hồ Chí Minh về Nhà nước. Hiện nay việc xây dựng Nhà nước ngang tầm nhiệm vụ trong giai đoạn cách mạng mới cần bảo đảm những nội dung nào? Cho ví dụ làm rõ?
HCM202,18,CQ6.5,Anh/chị nêu sự kế thừa và phát triển tư tưởng Hồ Chí Minh về xây dựng Nhà nước vì dân trong Văn kiện Đại hội Đảng toàn quốc lần thứ XIII của Đảng thể hiện như thế nào?
HCM202,19,CQ7.1,"Theo các bạn, vì sao Hồ Chí Minh luôn coi đoàn kết là sức mạnh"
HCM202,19,CQ7.2,"Theo các bạn, khi xác định chủ thể của khối đại đoàn kết dân tộc, vì sao Hồ Chí Minh không lựa chọn chỉ đoàn kết trong giai cấp công nhân mà xác định là toàn thể nhân dân Việt Nam? Điều này có đi ngược lại với lý luận quan điểm Vô sản toàn thế giới"
HCM202,20,CQ7.3,"Vì sao Hồ Chí Minh lại luôn luôn quan tâm, xây dựng mặt trận dân tộc thống nhất? ý nghĩa của việc này là gì?"
HCM202,20,CQ7.4,Mối quan hệ giữa đoàn kết và dân chủ trong tư tưởng Hồ Chí Minh là gì? Các bạn có thể vận dụng về mối quan hệ này để thực hiện các hoạt động teamwork của mình như thế nào?
HCM202,20,CQ7.5,"Hồ Chí Minh có chỉ ra “Dân vận khéo thì việc gì cũng thành công”, theo các bạn vì sao chúng ta phải thực hiện tốt công tác dân vận? Điều này đã được thể hiện ở đâu, như thế nào trong tư tưởng Hồ Chí Minh"
HCM202,22,CQ8.1,Phân tích những quan điểm cơ bản của Hồ Chí Minh về sự cần thiết phải xây dựng đoàn kết quốc tế. Ý nghĩa của việc kết hợp sức mạnh dân tộc với sức mạnh thời đại trong thực tiễn cách mạng Việt Nam hiện nay?
HCM202,22,CQ8.2,Làm rõ các nguyên tắc đoàn kết quốc tế trong tư tưởng Hồ Chí Minh. Bằng những dẫn chứng từ thực tiễn chống đại dịch Covid-19 hãy làm sáng tỏ sức mạnh của đoàn kết quốc tế.
HCM202,23,CQ8.3,Vận dụng tư tưởng Hồ Chí Minh về đại đoàn kết toàn dân tộc và đoàn kết quốc tế trong giai đoạn hiện nay cần quán triệt những nội trọng tâm nào? Vì sao đại đoàn kết toàn dân tộc phải kết hợp với đoàn kết quốc tế?
HCM202,24,CQ8.4,"Trong thư gửi các đơn vị bộ đội có nhiệm vụ tác chiến ở Thượng Lào ngày 3-4-1953: “Lần này là lần đầu tiên, các chú nhận một nhiệm vụ quan trọng và vẻ vang như nhiệm vụ này, tức là giúp nhân dân nước bạn. Mà giúp nhân dân nước bạn tức là mình tự giúp mình”. Hãy sưu tầm những luận cứ (câu chuyện, điển hình, thước phim) từ thực tế chống đại dịch Covid-19 để làm sáng tỏ phương châm “giúp  nhân dân nước bạn tức là mình tự giúp mình” trong tư tưởng đoàn kết của Hồ Chí Minh."
HCM202,24,CQ8.5,"Đọc sự tổng kết sau:  Ngày 22-10-1963, trong cuộc họp của Bộ Chính trị bàn về vấn đề quan hệ quốc tế của Đảng, Chủ tịch Hồ Chí Minh đề nghị: “Chủ trương của Đảng ta là đoàn kết và làm cầu nối trong việc đoàn kết quốc tế”. Nhận thức rõ tầm quan trọng của đoàn kết quốc tế trong tư tưởng Hồ Chí Minh, ở thời kỳ đổi mới, bằng việc xác định đúng các dòng chảy của thế giới trong xu thế toàn cầu hóa và hội nhập quốc tế, Đảng và Nhà nước ta đã chủ trương thực hiện chính sách đối ngoại rộng mở, đa phương hóa, đa dạng hóa, chủ động, tích cực hội nhập quốc tế và cụ thể hóa vào trong chủ trương, đường lối qua các kỳ đại hội: Việt Nam “muốn là bạn với tất cả các nước trong cộng đồng thế giới” của Đại hội VII (năm 1991), “sẵn sàng là bạn, là đối tác tin cậy của các nước trong cộng đồng quốc tế”  của Đại hội IX (năm 2001), “là bạn, đối tác tin cậy và là thành viên có trách nhiệm trong cộng đồng quốc tế” của Đại hội XI (năm 2011). Yêu cầu: - Giới thiệu khái quát các thành tựu hội nhập quốc tế để làm sáng tỏ khát vọng của Chủ tịch Hồ Chí Minh và mong muốn của dân tộc Việt Nam trong đoàn kết quốc tế là “làm bạn với tất cả mọi nước dân chủ và không gây thù oán với một ai”."
HCM202,25,CQ9.1,Hãy làm rõ những giá trị của khái niệm văn hóa trong tư tưởng Hồ Chí Minh.
HCM202,25,CQ9.2,"Tại Đại hội Văn hóa toàn quốc lần thứ nhất, ngày 24/11/1946, Chủ tịch Hồ Chí Minh nêu một luận điểm quan trọng: “Văn hóa soi đường cho quốc dân đi”, nhằm nhấn mạnh vai trò định hướng, dẫn dắt của văn hóa đối với sự phát triển của cách mạng và của cả dân tộc. Từ quan điểm đó của Người yêu cầu: - Khái quát những nội dung căn bản nhất để làm rõ nội dung văn hóa soi đường cho quốc dân đi. - Liên hệ thực tiễn để chỉ ra những biểu hiện tiêu cực trong trong văn hóa đời sống hiện nay."
HCM202,25,CQ9.3,"Tiến sĩ M. Admad, Giám đốc UNESCO khu vực Châu Á Thái Bình Duơng: “Hồ Chí Minh đã thành công trong việc liên kết nhiều sắc thái văn hoá vào một nền văn hóa Việt Nam duy nhất. Người làm được việc này nhờ sự hiểu biết sâu sắc và tôn trọng những đặc điểm văn hóa khác nhau”. Bằng các dẫn chứng cụ thể về sự kế thừa những giá trị văn hóa trong tư tưởng Hồ Chí Minh để làm rõ cho quan điểm nêu trên."
HCM202,26,CQ9.4,"Khi luận bàn chữ Kiệm, Hồ Chí Minh viết: “Nước ta có 20 triệu người, Nhiều bù ít, mỗi người mỗi ngày ăn 700 gam gạo, mỗi tháng là 21 kilô gam. Nếu một ngày mỗi người chỉ tiết kiệm nữa bát cơm (việc đó rất dễ, ai cũng làm được), thì mối tháng cả nước sẽ tiết kiệm được 20 triệu kilô gạo, nghĩa là đủ nuôi một triệu chiến sĩ trong một tháng… Kết quả của Cần cộng với kết quả của Kiệm là: bộ đội sẽ đầy đủ, nhân dân sẽ ấm no, kháng chiến sẽ mau thắng lợi, kiến quốc sẽ mau thành công, nước ta sẽ mau giàu mạnh ngang hàng với các nước tiên tiến trên thế giới”. - Kết hợp với luận về chữ “Cần”, chữ “Kiệm” của Người. Anh (Chị) hãy đề ra các giải pháp thực hành chữ “Cần”, chữ “Kiệm” trong thực tiễn học tập của sinh viên hiện nay. Luận giải vì sao, Bác luôn đặt cần đi đôi với kiệm?"
HCM202,26,CQ9.5,"Triết lý con người và đạo đức, xoay quanh một câu hỏi lớn - Ở đời và làm người phải như thế nào? Với Bác, “Muốn hướng dẫn nhân dân, mình phải làm mực thước cho người ta bắt chước”, “Một tấm gương sống còn có giá trị hơn một trăm bài diễn văn tuyên truyền”. Từ quan điểm của Bác và liên hệ với thực tiễn để trình bày quan điểm của anh, chị về vấn đề này."
HCM202,28,CQ10.1,"Nhằm xây dựng và phát triển văn hóa, con người Việt Nam đáp ứng yêu cầu phát triển bền vững đất nước Đại hội XII của Đảng đã khái quát các nhiệm vụ cụ thể nào?"
HCM202,28,CQ10.2,"Tại Hội nghị nghiên cứu lịch sử Đảng của Ban Tuyên giáo Trung ương, Bác Hồ đã nói “Nếu không chịu khó học thì không tiến bộ được... Xã hội càng đi tới, công việc càng nhiều, máy móc càng tinh xảo. Mình mà không chịu học thì lạc hậu, mà lạc hậu là bị đào thải, tự mình đào thải mình”.  Kết hợp với quan điểm của Người, bằng hành văn rõ ràng, trong sáng Anh (Chị) hãy trình bày quan điểm của mình về tầm quan trọng của việc học tập, rèn luyện trong môi trường học tập giáo dục Đại học và đề ra các giải pháp cho việc học tập hiệu quả trong thực tế sinh viên hiện nay."
HCM202,28,CQ10.3,"Trong Thư gửi đồng bào và cán bộ xã Nam Liên (nay là xã Kim Liên, huyện Nam Đàn, tỉnh Nghệ An) Hồ Chí Minh nói: “Tư tưởng bảo thủ là như những sợi dây cột chân cột tay người ta, phải vất nó đi. Muốn tiến bộ thì phải có tinh thần mạnh dạn, dám nghĩ dám làm”. Kết hợp với quan điểm của Người, bằng hành văn rõ ràng, trong sáng hãy viết bài luận ngắn trình bày: - Những quan điểm bảo thủ đang cố hữu trong bạn và cách mà bạn vất nó đi"".  - Thực trạng và giải pháp nào cho vấn đề “tinh thần mạnh dạn"
HCM202,29,CQ10.4,"Phân tích những quan điểm chủ yếu trong tư tưởng Hồ Chí Minh về xây dựng con người mới. Sinh viên cần phải làm gì để phát huy tính tích cực, chủ động trong việc rèn luyện, phát triển năng lực tư duy?"
MLN131,2,CQ1.1,"Các bộ phận nào hợp thành chủ nghĩa Mác - Lênin? Và mỗi bộ phận có vai trò, vị trí ra sao?"
MLN131,3,CQ1.2,"Mời các bạn xem đoạn clip: “Cuba vững bước xây dựng chủ nghĩa xã hội”. Và Trong đoạn clip có đề cập: tại Đại hội lần thứ VIII của Đảng Cộng sản Cuba có đề cập: “Phát triển kinh tế trong đó có việc giải quyết bài toán nâng cao năng suất lao động và thúc đẩy lực lượng sản xuất trong nước, cùng việc cân bằng và bảo về an sinh xã hội, đây được xem là nhiệm vụ then chốt và bao trùm cho nhiệm vụ tiếp theo”. Hãy lý giải các vấn đề sau: - Tại sao phát triển kinh tế phải đảm bảo an sinh xã hội? - Những vấn đề nào có liên quan đến chủ nghĩa duy vật lịch sử, học thuyết giá trị thặng dư và học thuyết sứ mệnh lịch sử toàn thế giới của giai cấp công nhân được đề cập đến trong đoạn clip trên? - Đâu là điểm mới, điểm sáng tạo mà Cuba đã vận dụng Chủ nghĩa xã hội khoa học được Mác - Ăngghen phát triển. - Thông qua đoạn clip này, các bạn hãy trình bày đối tượng nghiên cứu, ý nghĩa mà chúng ta đang muốn hướng đến là gì? Và ý nghĩa của đoạn clip là gì?  Link clip: https://youtu.be/LQ7gowOn3CA"
MLN131,3,CQ1.3,"Mời các bạn xem đoạn video về Đổi mới toàn diện đất nước theo định hướng XHCN trên Nhân dân TV. Sau khi xem xong đoạn Video các bạn hãy chỉ ra những khó khăn trước thời kỳ đổi mới, sau thời thời kỳ đổi mới có những điểm gì khác? Đó có phải là những đóng góp quan trọng không? Vì sao? Link Video: https://youtu.be/fiLdxRn9K-A"
MLN131,4,CQ2.1,"Ở tác phẩm Những nguyên lý của chủ nghĩa cộng sản (1847), Ph.Ăngghen khẳng định: “Giai cấp vô sản là do cuộc cách mạng công nghiệp sản sinh ra; cuộc cách mạng này xảy ra ở Anh vào nửa sau của thế kỷ trước (tức là thế kỷ XVIII - người viết), và sau đó tái diễn ở tất cả các nước văn minh trên thế giới...”. Đồng thời mời các bạn xem Phóng Sự Quốc Tế: Ngày Quốc tế lao động (nguồn link https://youtu.be/hxdKu8pDXhk) . Từ khẳng định của Ăngghen và nội dung đoạn video các bạn vừa xem. Các bạn hãy trả lời các vấn đề sau: - Mối quan hệ giữa giai cấp công nhân và giai cấp vô sản được biểu hiện như thế nào? - Những phương diện nào hình thành nên giai cấp công nhân? - Đặc điểm của giai cấp công nhân là gì?"
MLN131,5,CQ2.2,"Trong tác phẩm “Tắt đèn” của Ngô Tất Tố có đoạn miêu tả hình ảnh chị Dậu: “Buông tay, chị vội choàng dậy, mở cửa chạy té ra sân. Trời tối như mực và như cái tiền đồ của chị” (Trích Chương XVII, Tắt đèn của Ngô Tất Tố). Thông qua hình ảnh này, bạn có nhìn nhận như thế nào về xã hội lúc bấy giờ?"
MLN131,5,CQ2.3,"“Khi C. Mác viết Tuyên ngôn của Đảng Cộng sản, năm 1848, trên thế giới chỉ có khoảng 10 - 20 triệu công nhân, tương đương chiếm 2% - 3% số dân toàn cầu và chỉ trong vài lĩnh vực có máy móc. Đến đầu thế kỷ XX, toàn thế giới có 80 triệu công nhân. Năm 2013, lần đầu tiên trong lịch sử có đa số cư dân tham gia vào lực lượng lao động và là người lao động ăn lương. Hiện nay có khoảng 1,6 tỷ người lao động ăn lương, tăng thêm 600 triệu kể từ giữa những năm 1990, hơn 1 tỷ trong số đó là công nhân” (nguồn: https://www.tapchicongsan.org.vn/web/guest/nghien-cu/-/2018/819840/nhung-nhan-thuc-moi-ve-giai-cap-cong-nhan-hien-nay*.aspx). Bạn nhìn nhận như thế nào về thực trạng số lượng của giai cấp công nhân hiện nay?"
MLN131,6,CQ2.4,Nội dung CQ2.4. Mời các bạn xem đoạn Không thể phủ nhận sứ mệnh lịch sử của giai cấp công nhân (nguồn link: https://youtu.be/u-BN7BYBB4k). Thông qua đoạn video này các em thấy được: a. Quần chúng nhân dân lao động có vai trò gì? b. Nội dung tổng quát sứ mệnh lịch sử của giai cấp công nhân là gì?
MLN131,6,CQ2.5,"Mời các bạn xem đoạn clip về Chủ nghĩa xã hội không bao giờ lỗi thời trên VTV4 (nguồn link: https://youtu.be/zo0XmiVA30Q) và các bạn cần trả lời các vấn đề sau: - Chủ nghĩa tư bản hiện phổ biến trên toàn cầu, nhưng liên tục phải đối mặt với khủng hoảng...Đó là những khủng hoảng gì? - Ngày nay chủ nghĩa xã hội đã khắc phục được những hạn chế cơ bản, đặc trưng gì từ kinh nghiệm của Liên Xô? - Tăng trưởng kinh tế bỏ qua các vấn đề về môi trường mà các nhà tư bản đã và đang làm đã đúng với mục tiêu mà chủ nghĩa xã hội hướng đến hay chưa? Đâu là mục tiêu cuối cùng của chủ nghĩa xã hội?"
MLN131,6,CQ2.6.,"Mời các bạn xem đoạn video sau về Vai trò lịch sử của giai cấp công nhân Việt Nam (nguồn clip: https://youtu.be/YgHlIRazuDo). Thông qua đoạn Video trên, các bạn hãy cho biết: - Những phong trào nào đã góp phần tạo nên những chiến công oanh liệt? - Ông Ngọ Duy Hiểu nói rằng: Công nhân tiếp tục là trung tâm của đoàn kết quần chúng lao động? Bạn hiểu câu nói này như thế nào?"
MLN131,6,CQ2.7.,"Trong “Thư gửi Ủy ban nhân dân các kỳ, tỉnh, huyện và làng” của Chủ tịch Hồ Chí Minh có viết: “Nếu nước độc lập mà dân không hưởng hạnh phúc tự do, thì độc lập cũng chẳng có nghĩa lý gì”? Và mời các bạn xem đoạn Video về Cải cách ruộng đất: Chủ tịch Hồ Chí Minh khóc trước Quốc hội năm 1956 (nguồn link: https://youtu.be/qg_KwLnIae4). Các bạn lý giải các vấn đề sau: - Dựa vào đoạn clip các bạn lý giải vì sao phải tiến hành cải cách ruộng đất? - Các bạn cần phải làm tốt công tác gì trong giai đoạn hiện nay? - Chúng ta cần có những phương hướng ra sao để xây dựng một đất nước Việt Nam phát triển theo hướng công nghiệp?"
MLN131,6,CQ2.8,"Mời các bạn xem đoạn Video về Việt Nam vươn mình trở thành “con hổ mới” của kinh tế Châu Á (nguồn link: https://youtu.be/5_uHWdLqgZ0). Thông qua đoạn video này, theo các bạn cần có những giải pháp nào để thực hiện được mục tiêu đưa Việt Nam thành một nước công nghiệp theo hướng hiện đại?"
MLN131,7,CQ3.1,"Có nhận định cho rằng: Sự tan rã của Liên Xô và các nước Đông Âu là sự sụp đổ của chủ nghĩa xã hội. Bằng lý luận và thực tiễn, Anh/Chị hãy trình bày quan điểm của mình về nhận định trên."
MLN131,7,CQ3.2,"Lênin nhấn mạnh yêu cầu về một xã hội phát triển cao: “Thiết lập một chế độ xã hội cao hơn chủ nghĩa tư bản, nghĩa là nâng cao năng suất lao động và do đó (và nhằm vào mục đích đó) phải tổ chức lao động theo một trình độ tổ chức cao hơn” [V.I Lênin, Toàn tập, Nxb Tiến bộ, 1976, Tâp 36, tr. 228-229]. 1. Tổ chức một nền sản xuất xã hội ở một trình độ cao cần tập trung vào những nhân tố nào? 2. Nhân tố con người là trung tâm tâm của sự phát triển. Hãy làm rõ nhân tố con người xem xét ở những khía cạnh nào? Từ đó phác thảo ra phương hướng phát triển của bản thân."
